번호,상호,영업표지,대표자,등록번호,업종
228,(주)아슬란,카페아슬란,이동호,20160118,커피
229,(주)커핀그루나루,커핀그루나루,김은희,20090100465,커피
230,(유)다빈,라센다 커피,김진식,20180946,커피
231,(주)더블유씨엠인터내셔널,터치카페,원승환,20180348,커피
232,L.I.PParrotCompany,리프패럿(LIP Parrot),김승수,20170919,커피
233,(주)육십오도씨,cafe65℃,이규진,20150484,커피
234,일커피(주),일커피(iL COFFEE),정혜진,20181183,커피
235,(주)에이쓰리바우트커피,에이쓰리바우트 커피(A3bout coffee),김사원,20180035,커피
236,에스프레소코리아(주),카페보니또,정경석,20150530,커피
237,(주)트루프렌드에프앤씨,카페라떼르,정창섭,20140799,커피
238,(주)크레이저커피그룹,크레이저커피(C.Razer coffee),전기홍,20141293,커피
239,(주)피쉐프코리아,보피,박기태,20191083,커피
240,라드커피,라드커피(LAD COFFEE),이재훈,20150554,커피
241,(주)청담페스틴팩토리,카페텀블러,김연호,20180270,커피
242,카페앤스터프체인본부,카페앤스터프,박병우,20120600028,커피
243,BALENASIXCOFFEECOMPANY,커피가예쁘다,김승현,20110300022,커피
244,(주)페이버리트,페이버리트(FAVORITE) 커피,김효관,20181253,커피
245,(주)세화에프앤씨,카페플라타너스(PLATANUS),윤형만,20140485,커피
246,(주)퍼스트에이엔티,바빈스,백호근,20120100089,커피
247,(주)프랭크서울,프랭크서울,황재석,20160969,커피
248,(주)큐로에프앤비,일리 카페 (illy caffe),조중기,20090100368,커피
249,블레스롤가맹본부,블레스롤(Bless Roll),한아랑,20150658,커피
250,(주)이에이티,잇.(EAT.),조원희,20120600057,커피
251,(주)할리스에프앤비,디초콜릿커피앤드,김유진,20150167,커피
252,(주)제이에스앤씨,죠샌드위치앤커피,이상혁,20080100138,커피
253,(주)할리스에프앤비,할리스커피,김유진,20080100199,커피
254,(주)에스엔인더스트리,복고다방,이상준,20151018,커피
255,(주)리빈코리아,카페리빈,전종남,20160439,커피
256,(주)오리지날스푼,릴렉스라운지,송준호,20180464,커피
257,(주)빈스앤로스터리코리아,빈스빈스,김기환,20090100314,커피
258,커피시장상동점,커피시장,김란,20160949,커피
259,(주)더뉴웨이스,LANG STUDY CAFE(랭스터디카페),곽철화,20170482,커피
260,(주)루앤비,카페루앤비,이용숙,20120500068,커피
261,(주)강동오케익,풍년인카페,강동오,20170187,커피
